29862023127919,2017/11/06,15:58:44
7497003683,2017/11/06,15:58:51
7497001674,2017/11/06,15:58:54
7497005603,2017/11/06,15:58:56
7497005600,2017/11/06,15:58:59
7497005906,2017/11/06,15:59:01
7497003753,2017/11/06,15:59:02
7411000294,2017/11/06,15:59:05
7497007938,2017/11/06,15:59:07
7497001005,2017/11/06,15:59:09
7497006356,2017/11/06,15:59:10
7497005368,2017/11/06,15:59:12
7497007763,2017/11/06,15:59:14
7497002201,2017/11/06,15:59:16
7497007614,2017/11/06,15:59:17
7497006715,2017/11/06,15:59:19
7497001648,2017/11/06,15:59:21
7497006966,2017/11/06,15:59:23
7497006603,2017/11/06,15:59:25
7497003561,2017/11/06,15:59:26
7497002043,2017/11/06,15:59:29
7497001500,2017/11/06,15:59:33
29814120127922,2017/11/06,15:59:35
29318021198922,2017/11/06,15:59:36
29299672332218,2017/11/06,15:59:38
29152710622929,2017/11/06,15:59:41
29312021032922,2017/11/06,15:59:43
29152993202921,2017/11/06,15:59:44
29992131222314,2017/11/06,15:59:46
29897111222914,2017/11/06,15:59:47
29870112992922,2017/11/06,15:59:48
29032614221992,2017/11/06,15:59:51
29798111222912,2017/11/06,15:59:53
29561211942222,2017/11/06,15:59:54
29322711220329,2017/11/06,15:59:55
29213169222912,2017/11/06,15:59:57
7497000929,2017/11/06,16:00:03
29372328028219,2017/11/06,16:00:04
29612617026229,2017/11/06,16:00:06
29426821442919,2017/11/06,16:00:07
29600712932922,2017/11/06,16:00:08
29209612392213,2017/11/06,16:00:09
29404199222219,2017/11/06,16:00:11
29442999209921,2017/11/06,16:00:12
29441214962222,2017/11/06,16:00:14
29309525823221,2017/11/06,16:00:15
29419612942210,2017/11/06,16:00:17
29219520923921,2017/11/06,16:00:18
29912717928929,2017/11/06,16:00:20
29321821882919,2017/11/06,16:00:22
29610228002219,2017/11/06,16:00:25
29712899209221,2017/11/06,16:00:26
29829816272216,2017/11/06,16:00:27
29342329122919,2017/11/06,16:00:29
29402992218921,2017/11/06,16:00:31
29999141222312,2017/11/06,16:00:33
29102021395922,2017/11/06,16:00:34
29501211912222,2017/11/06,16:00:37
29959725220321,2017/11/06,16:00:38
29612517025229,2017/11/06,16:00:40
29082614621992,2017/11/06,16:00:41
29912120499922,2017/11/06,16:00:42
