7401015352,2017/11/07,13:54:04
7497001626,2017/11/07,13:54:07
7497008467,2017/11/07,13:54:18
7497007926,2017/11/07,13:55:39
7411006977,2017/11/07,13:58:47
7411007266,2017/11/07,13:59:09
7411007320,2017/11/07,13:59:15
7401015358,2017/11/07,13:59:53
7411006843,2017/11/07,13:59:54
7411007510,2017/11/07,14:01:02
9399019205,2017/11/07,14:01:21
7411007244,2017/11/07,14:01:51
7411007245,2017/11/07,14:02:00
7411007375,2017/11/07,14:02:03
7411007203,2017/11/07,14:02:44
7401015355,2017/11/07,14:03:27
7411007498,2017/11/07,14:03:37
7497003279,2017/11/07,14:06:09
7497006676,2017/11/07,14:07:20
7411006717,2017/11/07,14:08:47
7411006718,2017/11/07,14:08:51
7411007182,2017/11/07,14:11:46
7411006843,2017/11/07,14:13:49
7411006925,2017/11/07,14:14:55
7497004514,2017/11/07,14:15:09
7411007402,2017/11/07,14:15:12
7497004328,2017/11/07,14:20:48
7497002256,2017/11/07,14:21:19
29649228072219,2017/11/07,14:21:23
7497002657,2017/11/07,14:21:53
7497000703,2017/11/07,14:23:46
7411007403,2017/11/07,14:24:17
7411007413,2017/11/07,14:24:18
7401015937,2017/11/07,14:24:56
9399019537,2017/11/07,14:27:46
7411007327,2017/11/07,14:28:49
7411006846,2017/11/07,14:32:24
9399020549,2017/11/07,14:32:31
7497004282,2017/11/07,14:32:52
7497008478,2017/11/07,14:33:06
7411007323,2017/11/07,14:33:15
7497006226,2017/11/07,14:34:17
9399020105,2017/11/07,14:34:21
9399020550,2017/11/07,14:34:40
7411007181,2017/11/07,14:36:17
7411007199,2017/11/07,14:36:20
7411007498,2017/11/07,14:37:08
7497006676,2017/11/07,14:37:46
7411007123,2017/11/07,14:40:12
7497001333,2017/11/07,14:40:51
7497002816,2017/11/07,14:41:11
7497005626,2017/11/07,14:41:14
7497002818,2017/11/07,14:41:17
7497004137,2017/11/07,14:41:33
9399020535,2017/11/07,14:41:34
7497002678,2017/11/07,14:41:35
7497006861,2017/11/07,14:41:39
7497006861,2017/11/07,14:41:41
29072699219221,2017/11/07,14:41:49
7497004758,2017/11/07,14:42:15
7411007220,2017/11/07,14:42:44
7411007221,2017/11/07,14:42:46
7411007184,2017/11/07,14:43:08
7411006937,2017/11/07,14:43:31
7497003482,2017/11/07,14:43:36
7497000161,2017/11/07,14:43:45
7497008635,2017/11/07,14:44:24
7411007218,2017/11/07,14:44:37
7411007556,2017/11/07,14:44:51
7411007219,2017/11/07,14:44:57
7497001673,2017/11/07,14:45:30
7411007518,2017/11/07,14:46:03
7411007517,2017/11/07,14:46:07
7401016075,2017/11/07,14:46:09
7411007452,2017/11/07,14:46:27
7497004328,2017/11/07,14:47:07
7497001786,2017/11/07,14:48:28
7497006702,2017/11/07,14:48:31
29122821662919,2017/11/07,14:50:00
7411007245,2017/11/07,14:52:04
7497008585,2017/11/07,14:54:11
7497001343,2017/11/07,14:54:25
7497008505,2017/11/07,14:57:02
7401015561,2017/11/07,14:57:08
7497004067,2017/11/07,14:58:05
7411007163,2017/11/07,14:59:12
7411007162,2017/11/07,14:59:13
7411007171,2017/11/07,14:59:16
7401008549,2017/11/07,15:02:59
7401015604,2017/11/07,15:19:34
